recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special,ingredients_list,ingredient_count
RCP01858,Pakistani Desserts Special 358,Pakistani,Desserts,Steamed,Medium,13,177,190,5,Very Hot,Dessert,False,False,False,True,4.1,4186,701,19.86,2024-08-30,False,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Chicken (468g), Ghee (498 ml), Butter (336 ml), Oil (4 tbsp), Lemon Juice (4 tbsp), Shrimp (2 tbsp), Chickpeas (2 tbsp), Semolina (414 g), Spinach (2 medium), Milk (397 ml)",13
RCP01859,Palak Paneer,Pakistani,Desserts,Pressure-cooked,Medium,28,93,121,4,Hot,Breakfast,False,False,False,True,4.9,4492,422,15.54,2025-12-19,False,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Mutton (733g), Semolina (400 g), Bell Pepper (2 medium), Paneer (1 tbsp), Almonds (3 tbsp), Water (3 tbsp), Ghee (308 ml), Raisins (3 tbsp), Garlic (1 medium), Garam Masala (2 tsp), Black Pepper (2 tsp)",14
RCP01860,Pakistani Desserts Special 360,Pakistani,Desserts,Fried,Medium,19,152,171,2,Hot,Dinner,False,False,True,True,3.9,2357,192,16.94,2023-11-25,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Fish (740g), Green Chili (2 medium), Milk (342 ml), Black Pepper (2 tsp), All-Purpose Flour (283 g)",8
RCP01861,Korma,Pakistani,Desserts,Fried,Hard,15,63,78,7,Mild,Breakfast,False,False,False,True,4.3,4853,504,13.38,2024-12-13,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (356g), Chicken (2 tbsp), Tamarind Paste (4 tbsp), Paneer (248 ml), Chickpeas (1 tbsp), Red Chili Powder (2 tsp), Coriander (1 tsp), Basmati Rice (213 g), Mint Leaves (1 tbsp), Peas (2 medium), Lemon Juice (4 tbsp)",14
RCP01862,Pakistani Desserts Special 362,Pakistani,Desserts,Boiled,Hard,35,141,176,3,Mild,Snack,False,False,False,True,3.7,2934,784,16.61,2024-12-29,False,True,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Beef (843g), Tofu (3 tbsp), Fresh Coriander (3 tbsp), Lemon Juice (3 tbsp), Vinegar (1 tbsp), Fish (4 tbsp), Semolina (364 g), Cream (215 ml), Fresh Coriander (2 tbsp), Chickpea Flour (334 g), Salt (4 tbsp), Red Chili Powder (2 tsp), Butter (438 ml), Basmati Rice (220 g), Cashews (3 tbsp), Lemon Juice (3 tbsp)",19
RCP01863,Pakistani Desserts Special 363,Pakistani,Desserts,Boiled,Hard,51,59,110,5,Hot,Lunch,False,False,True,True,3.9,4152,308,9.36,2024-11-01,False,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Beef (897g), Mutton (1 tbsp), Butter (408 ml), Semolina (205 g), Peas (1 medium), Fish (1 tbsp), Water (4 tbsp), Fresh Coriander (1 tbsp), Carrot (2 medium)",12
RCP01864,Pakistani Desserts Special 364,Pakistani,Desserts,Steamed,Easy,49,167,216,7,Hot,Dinner,True,False,False,True,4.0,1707,479,7.68,2026-02-11,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Chickpeas (319g), Semolina (294 g), Peas (2 medium), Paneer (3 tbsp), Almonds (1 tbsp)",8
RCP01865,Pakistani Desserts Special 365,Pakistani,Desserts,Slow-cooked,Easy,41,123,164,4,Hot,Breakfast,False,False,False,True,3.7,4264,768,8.03,2024-09-27,False,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Chicken (723g), Cauliflower (2 medium), Peas (2 medium), Mustard Seeds (2 tbsp), Curry Leaves (1 tbsp), Garlic (2 medium)",9
RCP01866,Biryani,Pakistani,Desserts,Boiled,Medium,40,61,101,3,Very Hot,Beverage,True,False,False,True,3.8,3837,417,18.73,2025-02-11,False,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (368g), Lentils (Dal) (3 tbsp), Chickpea Flour (419 g), Salt (1 tbsp), Oil (2 tbsp), Vinegar (3 tbsp), Water (3 tbsp), Paneer (1 tbsp)",11
RCP01867,Karahi,Pakistani,Desserts,Slow-cooked,Medium,57,95,152,5,Medium,Beverage,True,True,False,True,4.4,2328,416,7.35,2025-12-01,False,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Lentils (Dal) (356g), Tamarind Paste (3 tbsp), Chickpea Flour (483 g), Lentils (Dal) (1 tbsp), Wheat Flour (472 g), Fenugreek Leaves (2 tbsp), Fresh Coriander (1 tbsp), Raisins (4 tbsp)",11
RCP01868,Pakistani Desserts Special 368,Pakistani,Desserts,Slow-cooked,Easy,37,105,142,7,Medium,Snack,True,False,False,True,4.7,4215,394,10.92,2023-04-04,True,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Chickpeas (420g), Yogurt (145 ml), Sugar (2 tbsp), Lemon Juice (1 tbsp)",7
RCP01869,Pakistani Desserts Special 369,Pakistani,Desserts,Steamed,Easy,55,134,189,7,Mild,Breakfast,True,False,False,True,5.0,4895,687,22.02,2024-07-28,False,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Chickpeas (215g), Ghee (133 ml), Fresh Coriander (3 tbsp), Wheat Flour (269 g)",7
RCP01870,Pakistani Desserts Special 370,Pakistani,Desserts,Boiled,Easy,35,168,203,5,Very Hot,Snack,False,False,False,True,4.4,4231,743,3.75,2024-01-20,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chicken (701g), Fresh Coriander (4 tbsp), Fresh Coriander (2 tbsp)",6
RCP01871,Pakistani Desserts Special 371,Pakistani,Desserts,Fried,Hard,34,56,90,7,Medium,Snack,False,False,False,True,4.6,2916,652,24.68,2025-01-29,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Tofu (482g), Semolina (331 g), Water (1 tbsp), Almonds (2 tbsp), Spinach (1 medium), Butter (439 ml), Paneer (453 ml), Mutton (2 tbsp), Semolina (351 g), Semolina (342 g), Green Chili (2 medium), Water (1 tbsp)",15
RCP01872,Chicken Tikka,Pakistani,Desserts,Boiled,Hard,31,149,180,7,Hot,Snack,True,False,False,True,3.6,4042,265,19.27,2023-07-04,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Lentils (Dal) (367g), Chickpea Flour (237 g), Cashews (4 tbsp), Ghee (447 ml), Milk (214 ml), Black Pepper (1 tsp), Oil (1 tbsp), Onion (1 medium), Ginger (1 medium), Curry Leaves (4 tbsp), Potato (1 medium), Paneer (1 tbsp), Milk (302 ml), Cardamom (1 tsp), Water (1 tbsp)",18
RCP01873,Seekh Kabab,Pakistani,Desserts,Baked,Medium,16,72,88,7,Medium,Lunch,False,False,False,True,4.2,4831,759,23.27,2024-04-14,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Beef (306g), Semolina (351 g), Mint Leaves (4 tbsp), Fenugreek Leaves (2 tbsp), Water (2 tbsp), Onion (1 medium), Ghee (364 ml), Wheat Flour (482 g), Fresh Coriander (1 tbsp), Carrot (2 medium), Salt (1 tbsp)",14
RCP01874,Sajji,Pakistani,Desserts,Boiled,Medium,24,105,129,5,Hot,Dessert,True,False,False,True,3.7,3139,228,4.01,2025-08-03,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Lentils (Dal) (236g), Cloves (1 tsp), Yogurt (156 ml), Sesame Seeds (4 tbsp), Cinnamon (1 tsp), Coconut Milk (2 tbsp), Ghee (195 ml), Green Chili (2 medium), Ginger (2 medium), Fish (3 tbsp)",13
RCP01875,Biryani,Pakistani,Desserts,Pressure-cooked,Medium,59,113,172,3,Very Hot,Breakfast,True,True,False,True,4.5,3345,797,11.75,2025-06-28,False,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Chickpeas (396g), Cumin (2 tsp), Mutton (4 tbsp), Mustard Seeds (2 tbsp), Yogurt (206 ml), Garam Masala (2 tsp), Beef (1 tbsp), Red Chili Powder (1 tsp)",11
RCP01876,Karahi,Pakistani,Desserts,Boiled,Easy,49,123,172,3,Medium,Breakfast,False,False,True,True,5.0,4647,660,2.87,2026-01-19,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Mutton (828g), Basmati Rice (425 g)",5
RCP01877,Pakistani Desserts Special 377,Pakistani,Desserts,Grilled,Medium,11,95,106,5,Hot,Breakfast,False,True,False,True,3.5,4785,568,11.65,2024-03-16,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Beef (930g), Chicken (1 tbsp), Fenugreek Leaves (2 tbsp), Coriander (1 tsp), Cumin (1 tsp), Salt (1 tbsp), Cloves (1 tsp), Paneer (134 ml), Beef (2 tbsp), Ghee (151 ml)",13
RCP01878,Pakistani Desserts Special 378,Pakistani,Desserts,Baked,Medium,13,48,61,4,Medium,Lunch,False,False,False,True,4.6,1496,777,24.43,2023-10-26,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Beef (825g), Garam Masala (1 tsp), Cloves (1 tsp), Carrot (1 medium), Wheat Flour (419 g), Raisins (4 tbsp), All-Purpose Flour (222 g), Red Chili Powder (2 tsp), Basmati Rice (487 g), Bay Leaf (1 tsp), Oil (4 tbsp)",14
RCP01879,Pakistani Desserts Special 379,Pakistani,Desserts,Slow-cooked,Easy,28,17,45,6,Hot,Beverage,False,False,True,True,4.7,3292,737,14.04,2024-02-15,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Paneer (319g), Tamarind Paste (3 tbsp), Chickpeas (4 tbsp)",6
RCP01880,Chicken Tikka,Pakistani,Desserts,Boiled,Hard,11,84,95,4,Hot,Dinner,True,False,True,True,4.4,890,758,12.94,2023-11-02,True,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Lentils (Dal) (381g), Bell Pepper (1 medium), Eggs (1 tbsp), Tamarind Paste (4 tbsp), Carrot (1 medium), Ginger (1 medium), Beef (1 tbsp), Vinegar (2 tbsp), Wheat Flour (222 g), Cloves (1 tsp), Fenugreek Leaves (3 tbsp), Paneer (4 tbsp), Mustard Seeds (4 tbsp)",16
RCP01881,Biryani,Pakistani,Desserts,Boiled,Medium,14,99,113,5,Mild,Lunch,True,False,False,True,3.5,2846,520,9.34,2024-10-14,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (220g), Butter (205 ml), Yogurt (206 ml), Cashews (1 tbsp), Raisins (4 tbsp), Chicken (4 tbsp), Butter (163 ml)",10
RCP01882,Biryani,Pakistani,Desserts,Grilled,Medium,10,110,120,2,Mild,Breakfast,False,False,False,True,3.6,3631,235,14.26,2023-09-29,True,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Beef (563g), Shrimp (3 tbsp), Chickpea Flour (381 g), Curry Leaves (2 tbsp), Eggs (2 tbsp), Fish (3 tbsp), Beef (4 tbsp), Fenugreek Leaves (3 tbsp)",11
RCP01883,Chapli Kabab,Pakistani,Desserts,Steamed,Hard,29,152,181,4,Medium,Beverage,False,False,False,True,3.7,851,317,3.82,2025-05-05,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Beef (646g), Potato (1 medium), Fenugreek Leaves (4 tbsp), Fenugreek Leaves (1 tbsp), Coconut Milk (2 tbsp), Milk (373 ml), Paneer (190 ml), Chicken (2 tbsp), Yogurt (286 ml), Vinegar (1 tbsp), Curry Leaves (4 tbsp), Garlic (2 medium), Chickpeas (2 tbsp), Turmeric (1 tsp)",17
RCP01884,Pakistani Desserts Special 384,Pakistani,Desserts,Pressure-cooked,Medium,11,75,86,2,Medium,Snack,False,False,False,True,3.9,23,278,8.24,2023-10-19,True,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Chicken (429g), Coriander (2 tsp), Sesame Seeds (4 tbsp), Turmeric (1 tsp), Shrimp (2 tbsp), Sugar (2 tbsp), Onion (1 medium), Cream (150 ml), Black Pepper (1 tsp)",12
RCP01885,Pakistani Desserts Special 385,Pakistani,Desserts,Boiled,Medium,19,79,98,3,Very Hot,Beverage,False,False,True,True,3.6,3054,777,2.33,2024-12-23,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Paneer (438g), Tofu (3 tbsp), Lemon Juice (1 tbsp), Chickpeas (3 tbsp), Almonds (3 tbsp), Cumin (1 tsp), All-Purpose Flour (353 g)",10
RCP01886,Pakistani Desserts Special 386,Pakistani,Desserts,Pressure-cooked,Easy,51,44,95,6,Medium,Snack,False,False,False,True,3.5,1065,392,17.57,2024-10-31,True,True,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Chicken (445g), Black Pepper (1 tsp), Carrot (1 medium)",6
RCP01887,Pakistani Desserts Special 387,Pakistani,Desserts,Grilled,Easy,49,22,71,5,Hot,Breakfast,True,True,False,True,4.6,4587,553,9.25,2023-05-26,False,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Chickpeas (355g), Salt (1 tbsp), Salt (2 tbsp), Basmati Rice (266 g), Wheat Flour (234 g), Coconut Milk (1 tbsp)",9
RCP01888,Korma,Pakistani,Desserts,Steamed,Easy,50,147,197,5,Mild,Snack,False,True,False,True,3.7,2028,252,20.3,2026-02-09,False,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Shrimp (561g), Coconut Milk (4 tbsp)",5
RCP01889,Chapli Kabab,Pakistani,Desserts,Steamed,Easy,19,50,69,2,Hot,Breakfast,False,False,True,True,4.8,2025,764,19.8,2023-10-31,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Chicken (926g), Carrot (2 medium), Mutton (2 tbsp), Chickpea Flour (446 g)",7
RCP01890,Aloo Gosht,Pakistani,Desserts,Steamed,Hard,25,69,94,5,Medium,Beverage,True,False,False,True,3.7,1604,321,8.8,2025-08-22,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (280g), Red Chili Powder (1 tsp), Onion (2 medium), Shrimp (3 tbsp), Chickpea Flour (397 g), Green Chili (2 medium), Red Chili Powder (2 tsp), Red Chili Powder (1 tsp), Cumin (1 tsp), Chicken (2 tbsp), Raisins (1 tbsp), Mint Leaves (4 tbsp), Shrimp (2 tbsp)",16
RCP01891,Pakistani Desserts Special 391,Pakistani,Desserts,Steamed,Hard,23,78,101,4,Medium,Beverage,True,False,False,True,4.9,3716,737,21.0,2025-12-09,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Lentils (Dal) (271g), Cinnamon (1 tsp), Oil (1 tbsp), Yogurt (497 ml), Cream (209 ml), Tomato (1 medium), Shrimp (4 tbsp), Paneer (460 ml), Basmati Rice (222 g), Fish (1 tbsp), Chicken (2 tbsp), Curry Leaves (3 tbsp), Lentils (Dal) (2 tbsp), Paneer (193 ml), Curry Leaves (1 tbsp)",18
RCP01892,Pakistani Desserts Special 392,Pakistani,Desserts,Fried,Hard,37,157,194,2,Mild,Dessert,False,False,False,True,4.1,4769,368,11.02,2025-09-03,False,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Chicken (409g), Mint Leaves (4 tbsp), Curry Leaves (3 tbsp), Sesame Seeds (3 tbsp), Sesame Seeds (1 tbsp), Fresh Coriander (2 tbsp), Vinegar (4 tbsp), Curry Leaves (1 tbsp), Paneer (487 ml), Mint Leaves (4 tbsp), Yogurt (178 ml), Sugar (3 tbsp), Raisins (1 tbsp), Fresh Coriander (3 tbsp), Water (4 tbsp)",18
RCP01893,Chicken Tikka,Pakistani,Desserts,Boiled,Hard,16,107,123,2,Hot,Breakfast,False,False,False,True,4.5,2098,461,8.69,2024-05-29,True,True,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Beef (802g), Red Chili Powder (2 tsp), Fresh Coriander (4 tbsp), Sesame Seeds (2 tbsp), Ghee (247 ml), Chicken (3 tbsp), Sesame Seeds (1 tbsp), Mint Leaves (4 tbsp), Raisins (1 tbsp)",12
RCP01894,Chapli Kabab,Pakistani,Desserts,Slow-cooked,Medium,38,145,183,6,Medium,Dessert,False,False,True,True,3.9,4298,218,14.95,2026-02-13,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Fish (729g), Ghee (204 ml), Tofu (2 tbsp), Paneer (424 ml), Cauliflower (1 medium), Lemon Juice (1 tbsp), Cauliflower (1 medium), Fish (1 tbsp), Paneer (495 ml), Fenugreek Leaves (4 tbsp), Cashews (4 tbsp)",14
RCP01895,Pakistani Desserts Special 395,Pakistani,Desserts,Baked,Easy,31,176,207,3,Mild,Breakfast,True,False,False,True,4.5,3541,746,8.51,2024-01-25,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Eggs (214g), Fish (3 tbsp), All-Purpose Flour (458 g), Cashews (2 tbsp)",7
RCP01896,Dal Makhani,Pakistani,Desserts,Steamed,Easy,25,108,133,2,Hot,Snack,False,False,False,True,4.3,2470,261,4.39,2023-07-15,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Mutton (878g), Beef (1 tbsp), Wheat Flour (283 g), Oil (4 tbsp), Cardamom (1 tsp)",8
RCP01897,Pakistani Desserts Special 397,Pakistani,Desserts,Pressure-cooked,Easy,49,138,187,7,Hot,Snack,True,False,False,True,3.9,145,451,19.54,2024-09-18,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Lentils (Dal) (445g), Sugar (2 tbsp)",5
RCP01898,Paya,Pakistani,Desserts,Slow-cooked,Easy,43,109,152,2,Mild,Breakfast,False,False,False,True,3.6,4713,754,21.59,2024-10-05,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Fish (571g), Fenugreek Leaves (2 tbsp), Yogurt (403 ml), Curry Leaves (1 tbsp), Semolina (390 g)",8
RCP01899,Palak Paneer,Pakistani,Desserts,Boiled,Medium,35,77,112,6,Hot,Breakfast,False,False,False,True,4.7,886,409,17.96,2025-01-24,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Chicken (393g), Curry Leaves (2 tbsp), Chickpea Flour (354 g), Milk (104 ml), Turmeric (2 tsp), Carrot (2 medium), Paneer (2 tbsp)",10
RCP01900,Nihari,Pakistani,Desserts,Pressure-cooked,Medium,25,35,60,2,Hot,Dinner,False,False,False,True,4.7,98,425,21.97,2023-12-18,False,True,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Fish (396g), Curry Leaves (2 tbsp), Vinegar (4 tbsp), Bay Leaf (1 tsp), Ghee (152 ml), Chickpea Flour (255 g), Coconut Milk (1 tbsp), Carrot (1 medium), Black Pepper (2 tsp), Cream (130 ml), Lemon Juice (2 tbsp)",14
RCP01901,Pakistani Desserts Special 401,Pakistani,Desserts,Steamed,Easy,35,168,203,5,Medium,Beverage,False,False,False,True,3.7,726,789,19.22,2023-11-08,True,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Paneer (655g), Water (2 tbsp), Paneer (100 ml), Ghee (242 ml)",7
RCP01902,Pakistani Desserts Special 402,Pakistani,Desserts,Baked,Medium,20,70,90,7,Mild,Breakfast,False,False,False,True,3.6,4424,600,21.25,2024-08-08,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Shrimp (347g), Semolina (386 g), Cauliflower (2 medium), Milk (186 ml), Mint Leaves (2 tbsp), Mutton (1 tbsp), Sugar (1 tbsp), Fresh Coriander (1 tbsp), Cinnamon (1 tsp), Potato (1 medium), Ghee (416 ml)",14
RCP01903,Pakistani Desserts Special 403,Pakistani,Desserts,Boiled,Medium,53,175,228,6,Medium,Snack,False,False,False,True,4.8,4401,497,7.67,2024-04-19,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Beef (476g), Garlic (1 medium), Milk (156 ml), Wheat Flour (379 g), Tamarind Paste (4 tbsp), Black Pepper (1 tsp), Lentils (Dal) (4 tbsp), Green Chili (2 medium), Ginger (1 medium), All-Purpose Flour (388 g)",13
RCP01904,Seekh Kabab,Pakistani,Desserts,Slow-cooked,Medium,44,23,67,4,Hot,Dessert,False,False,True,True,4.1,3343,651,17.04,2025-04-14,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Paneer (769g), All-Purpose Flour (201 g), Curry Leaves (4 tbsp), Mutton (1 tbsp), Mint Leaves (3 tbsp), Salt (4 tbsp), Spinach (2 medium)",10
RCP01905,Dal Makhani,Pakistani,Desserts,Roasted,Medium,48,143,191,3,Medium,Lunch,False,False,False,True,4.6,1053,551,13.15,2025-09-23,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Fish (960g), Red Chili Powder (1 tsp), Cream (326 ml), Water (4 tbsp), Shrimp (3 tbsp), Cream (396 ml), Paneer (480 ml), Cream (380 ml), Oil (1 tbsp)",12
RCP01906,Sajji,Pakistani,Desserts,Baked,Easy,20,26,46,4,Hot,Dessert,True,False,True,True,3.6,415,288,7.16,2026-01-02,True,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Lentils (Dal) (232g), Cardamom (2 tsp), Cumin (1 tsp)",6
RCP01907,Pakistani Desserts Special 407,Pakistani,Desserts,Steamed,Medium,28,74,102,2,Medium,Dinner,True,False,True,True,4.1,3391,374,23.81,2024-01-08,False,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Lentils (Dal) (380g), Onion (2 medium), Sesame Seeds (4 tbsp), Ginger (2 medium), Yogurt (225 ml)",8
RCP01908,Pakistani Desserts Special 408,Pakistani,Desserts,Fried,Easy,19,136,155,6,Medium,Beverage,False,False,True,True,4.4,2935,422,12.31,2026-01-30,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Chicken (650g), Paneer (162 ml), Raisins (2 tbsp)",6
RCP01909,Pakistani Desserts Special 409,Pakistani,Desserts,Fried,Easy,36,15,51,6,Hot,Dinner,False,True,False,True,4.5,1742,646,23.44,2025-11-24,False,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Shrimp (558g), Basmati Rice (259 g), Black Pepper (2 tsp), Vinegar (4 tbsp)",7
RCP01910,Nihari,Pakistani,Desserts,Roasted,Hard,40,49,89,3,Medium,Snack,False,False,False,True,4.6,4291,468,19.51,2024-06-18,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Tofu (473g), Coconut Milk (4 tbsp), Cauliflower (2 medium), Milk (407 ml), Sugar (3 tbsp), Garam Masala (1 tsp), Mint Leaves (2 tbsp), Cloves (2 tsp), Curry Leaves (2 tbsp), Fresh Coriander (3 tbsp), Fenugreek Leaves (3 tbsp), Yogurt (264 ml), Mutton (3 tbsp)",16
RCP01911,Seekh Kabab,Pakistani,Desserts,Steamed,Medium,26,123,149,7,Hot,Lunch,False,False,False,True,4.2,1947,505,10.47,2023-10-27,False,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Tofu (551g), Lentils (Dal) (4 tbsp), Curry Leaves (4 tbsp), Basmati Rice (297 g), Semolina (390 g), Tamarind Paste (3 tbsp), Cream (101 ml), Raisins (4 tbsp), Shrimp (1 tbsp), Mutton (2 tbsp), Cream (196 ml)",14
RCP01912,Pakistani Desserts Special 412,Pakistani,Desserts,Pressure-cooked,Easy,23,122,145,3,Medium,Beverage,True,False,False,True,4.0,4115,536,24.98,2024-11-15,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Eggs (204g), Beef (3 tbsp), Cashews (4 tbsp), Raisins (3 tbsp), Curry Leaves (1 tbsp), Tamarind Paste (2 tbsp)",9
RCP01913,Pakistani Desserts Special 413,Pakistani,Desserts,Slow-cooked,Medium,48,24,72,6,Mild,Beverage,False,False,False,True,4.6,1442,270,24.12,2024-04-03,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Shrimp (998g), Turmeric (2 tsp), Mint Leaves (2 tbsp), Fenugreek Leaves (1 tbsp), Eggs (3 tbsp)",8
RCP01914,Biryani,Pakistani,Desserts,Steamed,Easy,17,159,176,4,Hot,Dinner,False,True,False,True,4.1,4072,495,10.93,2024-04-06,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Paneer (694g), Oil (1 tbsp), Chicken (1 tbsp), Mustard Seeds (2 tbsp)",7
RCP01915,Pakistani Desserts Special 415,Pakistani,Desserts,Boiled,Medium,33,148,181,2,Hot,Snack,False,False,False,True,3.9,2325,472,2.41,2024-06-16,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (938g), Mint Leaves (2 tbsp), Tomato (2 medium), Fresh Coriander (2 tbsp), Chickpea Flour (446 g), Tofu (2 tbsp), All-Purpose Flour (358 g), Garlic (2 medium), Lemon Juice (2 tbsp)",12
RCP01916,Dal Makhani,Pakistani,Desserts,Grilled,Medium,42,152,194,7,Mild,Dessert,True,False,False,True,4.4,2292,628,21.26,2025-02-03,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Chickpeas (338g), Butter (413 ml), Semolina (463 g), Tamarind Paste (2 tbsp), Yogurt (239 ml), Sesame Seeds (1 tbsp), Garlic (1 medium), Milk (300 ml), Mustard Seeds (2 tbsp), Turmeric (2 tsp), Oil (2 tbsp)",14
RCP01917,Seekh Kabab,Pakistani,Desserts,Pressure-cooked,Easy,45,159,204,6,Hot,Dessert,False,False,False,True,4.0,3035,717,10.61,2023-10-30,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Chicken (679g), Curry Leaves (3 tbsp)",5
RCP01918,Chapli Kabab,Pakistani,Desserts,Roasted,Easy,56,53,109,6,Mild,Dinner,False,False,False,True,4.7,144,204,22.21,2023-05-05,False,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Paneer (831g), Black Pepper (2 tsp), Sugar (2 tbsp), Wheat Flour (427 g), Lemon Juice (3 tbsp), Cumin (2 tsp)",9
